Course Title,Section ID,TermCode,Period,Teacher,Abs1,SISNumber,Grade
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",41,626557,B
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",41,811704,A
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",11,688800,A
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",10,647008,D
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",7,815719,B
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",41,501102,D
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",41,774146,D
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",24,719215,C
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",33,652248,D
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",2,803460,A
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",20,685415,C
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",12,786403,D
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",42,658952,NG
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",10,396865,D
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",27,649817,B
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",34,779313,A
Personal Growth/Life Skills,0516PQ-4A-P6,Q4,6,"Nelson, Matthew",32,657629,NG
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",40,773644,D
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",4,689731,C
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",31,661833,C
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",44,652070,NG
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",16,614047,A
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",41,649699,C
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",16,662967,B
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",11,693432,A
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",43,597848,NG
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",39,604839,NG
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",0,653796,A
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",1,721061,C
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",38,714062,D
Personal Growth/Life Skills,0516PQ-4A-P7,Q4,7,"Nelson, Matthew",18,693823,A
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",20,717118,C
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",39,571944,NG
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",2,605118,B
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",29,660428,NG
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",12,688800,B
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",31,661833,B
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",36,751480,NG
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",3,803460,A
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",0,721571,A
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",27,685415,D
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",11,786403,C
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",15,660613,C
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",15,660430,A
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",41,714062,C
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",43,681181,NG
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",36,779313,C
D: Math Properties & Proofs Q3,2003SQ3-A-P8,Q4,8,"Nelson, Matthew",18,689565,D
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",20,717118,C
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",39,571944,NG
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",2,605118,B
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",29,660428,NG
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",12,688800,B
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",31,661833,B
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",36,751480,NG
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",3,803460,A
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",0,721571,A
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",27,685415,D
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",11,786403,C
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",15,660613,C
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",15,660430,A
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",41,714062,C
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",43,681181,NG
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",36,779313,C
D: Math Properties & Proofs Q4,2003SQ4-A-P8,Q4,8,"Nelson, Matthew",18,689565,D
